maintenance_task_id,brand,model,variant,year_from,year_to,market,canonical_task_code,task_name_original,task_name_en,task_name_tr,component_group,action,first_due_km,repeat_every_km,first_due_months,repeat_every_months,due_km_min,due_km_max,condition,is_periodic,is_safety_critical,usage_condition,inferred_pattern,source_id,source_page,source_table,evidence,confidence,notes
MT_BAJAJ_DOM250_11,Bajaj,Dominar 250,Dominar 250 BS VI,UNKNOWN,UNKNOWN,IN,COOLANT,Check Coolant level in expansion tank,Coolant level inspection,Sogutma sivisi seviye kontrolu,COOLANT,INSPECT,750,5000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_BAJAJ_DOMINAR250_OM_BS6,46,PERIODIC MAINTENANCE & LUBRICATION CHART,"""Check Coolant level in expansion tank / Hose clamp adjustment""; ""Coolant top up if required."" (at every service)",HIGH,
MT_BAJAJ_DOM250_12,Bajaj,Dominar 250,Dominar 250 BS VI,UNKNOWN,UNKNOWN,IN,COOLANT,Water Pump seals,Water pump seals replacement,Su pompasi keceleri degisimi,COOLANT,REPLACE,40000,40000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_BAJAJ_DOMINAR250_OM_BS6,51,PERIODIC MAINTENANCE & LUBRICATION CHART,"""Replace at every 40,000 km."" (Water Pump seals row)",HIGH,
MT_BAJAJ_DOM250_13,Bajaj,Dominar 250,Dominar 250 BS VI,UNKNOWN,UNKNOWN,IN,DRIVE_CHAIN,O-ring chain lubrication (owner),Drive chain lubrication (rider interval),Zincir yaglama (kullanici araligi),DRIVE_CHAIN,LUBRICATE,500,500,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_BAJAJ_DOMINAR250_OM_BS6,36,PERIODIC MAINTENANCE & LUBRICATION CHART,"""'O' rings must always be kept wet for best performance hence lubricate every 500 Km.""; ""Customer to use OKS chain lub spray at every 500 km.""",HIGH,
MT_BAJAJ_DOM250_14,Bajaj,Dominar 250,Dominar 250 BS VI,UNKNOWN,UNKNOWN,IN,DRIVE_CHAIN,"sealed Drive chain wear - Clean, Lubricate & adjust",Drive chain clean/lubricate/adjust (at service),Zincir temizlik/yaglama/ayar (serviste),DRIVE_CHAIN,ADJUST,750,5000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Replace if worn.,1,1,NORMAL,false,SRC_BAJAJ_DOMINAR250_OM_BS6,46,PERIODIC MAINTENANCE & LUBRICATION CHART,"""sealed Drive chain wear**- Clean, Lubricate & adjust. Replace if required"" (at every service)",HIGH,
MT_BAJAJ_DOM250_15,Bajaj,Dominar 250,Dominar 250 BS VI,UNKNOWN,UNKNOWN,IN,BRAKE_FLUID,DOT 4 brake oil - check & top up,Brake fluid (DOT 4) inspection / top-up,Fren hidroligi kontrol/tamamlama,BRAKE_FLUID,TOP_UP,750,5000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_BAJAJ_DOMINAR250_OM_BS6,53,PERIODIC MAINTENANCE & LUBRICATION CHART,"""Check & Top up DOT 4 brake oil in every service.""",HIGH,
MT_BAJAJ_DOM250_16,Bajaj,Dominar 250,Dominar 250 BS VI,UNKNOWN,UNKNOWN,IN,BRAKE_FLUID,DOT 4 brake oil & Master/Caliper seals,Brake fluid (DOT 4) replacement,Fren hidroligi (DOT4) degisimi,BRAKE_FLUID,DRAIN_REPLACE,30000,30000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_BAJAJ_DOMINAR250_OM_BS6,53,PERIODIC MAINTENANCE & LUBRICATION CHART,"""Replace DOT 4 brake oil & Master / Caliper seals at every 30,000 km.""",HIGH,
MT_BAJAJ_DOM250_17,Bajaj,Dominar 250,Dominar 250 BS VI,UNKNOWN,UNKNOWN,IN,SUSPENSION,Front fork oil & seal,Front fork oil + seals replacement,On amortisor yagi + kece degisimi,SUSPENSION,REPLACE,30000,30000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_BAJAJ_DOMINAR250_OM_BS6,53,PERIODIC MAINTENANCE & LUBRICATION CHART,"""Replace oil and oil seal and dust seal in pair at every 30,000 km.""",HIGH,
MT_BAJAJ_DOM250_18,Bajaj,Dominar 250,Dominar 250 BS VI,UNKNOWN,UNKNOWN,IN,STEERING,Swing arm NRB,Swing-arm needle bearing lubrication,Salincak igne rulmani yaglama,SUSPENSION,LUBRICATE,40000,40000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_BAJAJ_DOMINAR250_OM_BS6,53,PERIODIC MAINTENANCE & LUBRICATION CHART,"""Lubricate NRB at every 40,000 km. Use AP grease.""",HIGH,
MT_BAJAJ_DOM250_19,Bajaj,Dominar 250,Dominar 250 BS VI,UNKNOWN,UNKNOWN,IN,FRONT_BRAKE,Brake pads Front & Rear for wear limit / hoses / fluid level,Brake system inspection,Fren sistemi kontrolu,BRAKE_SYSTEM,INSPECT,750,5000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_BAJAJ_DOMINAR250_OM_BS6,52,PERIODIC MAINTENANCE & LUBRICATION CHART,"""Brake pads Front & Rear for wear limit.""; ""Check source of leakages if any in the brake system. Check Front & rear brake hose condition. Check Brake fluid level and top up, if needed.""",HIGH,
MT_BAJAJ_DOM250_20,Bajaj,Dominar 250,Dominar 250 BS VI,UNKNOWN,UNKNOWN,IN,FASTENERS,All fasteners tightness,All fasteners torque check,Tum baglanti elemanlari tork kontrolu,FASTENERS,TIGHTEN,750,5000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_BAJAJ_DOMINAR250_OM_BS6,54,PERIODIC MAINTENANCE & LUBRICATION CHART,"""All fasteners tightness ... Use model wise torque values."" (C,T at every service)",HIGH,
MT_BAJAJ_DOM250_21,Bajaj,Dominar 250,Dominar 250 BS VI,UNKNOWN,UNKNOWN,IN,TYRES,Tyre air pressure,Tyre air pressure check,Lastik hava basinci kontrolu,TYRES,INSPECT,750,5000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_BAJAJ_DOMINAR250_OM_BS6,54,PERIODIC MAINTENANCE & LUBRICATION CHART,"""Tyre air pressure. ... Ensure tyre air pressure as per specification."" (C,A at every service)",HIGH,
MT_BAJAJ_DOM250_22,Bajaj,Dominar 250,Dominar 250 BS VI,UNKNOWN,UNKNOWN,IN,CLUTCH,Clutch & Throttle cable free play,Clutch & throttle cable free-play adjust,Debriyaj ve gaz kablosu bosluk ayari,CLUTCH,ADJUST,750,5000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_BAJAJ_DOMINAR250_OM_BS6,52,PERIODIC MAINTENANCE & LUBRICATION CHART,"""Clutch & Throttle cable free play"" (C,A at every service); ""Replace cables if operation found hard.""",HIGH,
MT_BAJAJ_DOM250_23,Bajaj,Dominar 250,Dominar 250 BS VI,UNKNOWN,UNKNOWN,IN,GENERAL_INSPECTION,Servicing with water wash,General periodic service,Genel periyodik servis,GENERAL_INSPECTION,SERVICE,750,5000,UNKNOWN,4,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_BAJAJ_DOMINAR250_OM_BS6,44-51,PERIODIC MAINTENANCE & LUBRICATION CHART,"Full periodic maintenance & lubrication chart; services at 500-750, 4500-5000, 9500-10000, then every 5000 km.",HIGH,
MT_HONDA_PCX125_01,Honda,PCX125,WW125A,2021,UNKNOWN,EU,COOLANT,Radiator Coolant *4,Radiator coolant replacement,Radyator sogutma sivisi degisimi,COOLANT,DRAIN_REPLACE,UNKNOWN,UNKNOWN,UNKNOWN,36,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_HONDA_PCX125_OM_UK21,90,Maintenance Schedule,"""Radiator Coolant *4 ... 3 Years"" (Maintenance Schedule)",HIGH,
MT_HONDA_PCX125_02,Honda,PCX125,WW125A,2021,UNKNOWN,EU,FINAL_DRIVE,Final Drive Oil *4,Final drive (gear) oil replacement,Nihai tahrik yagi degisimi,FINAL_DRIVE,REPLACE,UNKNOWN,UNKNOWN,UNKNOWN,24,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_HONDA_PCX125_OM_UK21,90,Maintenance Schedule,"""Final Drive Oil *4 ... 2 Years""",HIGH,
MT_HONDA_PCX125_03,Honda,PCX125,WW125A,2021,UNKNOWN,EU,BRAKE_FLUID,Brake Fluid *4,Brake fluid replacement,Fren hidroligi degisimi,BRAKE_FLUID,DRAIN_REPLACE,UNKNOWN,UNKNOWN,UNKNOWN,24,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_HONDA_PCX125_OM_UK21,91,Maintenance Schedule,"""Brake Fluid *4 ... 2 Years""",HIGH,
MT_HONDA_PCX125_04,Honda,PCX125,WW125A,2021,UNKNOWN,EU,AIR_FILTER,Air Cleaner *2,Air cleaner service - dusty/wet conditions,Hava filtresi - tozlu/islak kosul,AIR_FILTER,CLEAN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,0,0,DUSTY,false,SRC_HONDA_PCX125_OM_UK21,91,Maintenance Schedule,"""*2 : Service more frequently when riding in unusually wet or dusty areas.""",HIGH,Base km interval not machine-readable (graphic marks).
MT_HONDA_PCX125_05,Honda,PCX125,WW125A,2021,UNKNOWN,EU,GENERAL_INSPECTION,Maintenance Schedule item list,Scheduled service (item list only),Periyodik servis (kalem listesi),GENERAL_INSPECTION,SERVICE,1000,6000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,true,SRC_HONDA_PCX125_OM_UK21,89-91,Maintenance Schedule,"Schedule lists Fuel Line, Throttle Operation, Air Cleaner, Crankcase Breather, Spark Plug, Valve Clearance, Engine Oil, Oil Strainer Screen, Idle Speed, Cooling System, EVAP, Drive Belt, Battery, Brake Pads/Shoes, Brake System, Headlight Aim, Lights/Horn, Clutch Shoes, Side Stand, Suspension, Fasteners, Wheels/Tyres, Steering Head Bearings. Per-km marks not machine-readable.",LOW,Placeholder capturing the scheduled item set; individual km intervals are a research gap.
MT_YAM_XMAX250_01,Yamaha,XMAX 250,CZD250D-A,2018,UNKNOWN,EU,ENGINE_OIL,Aceite de motor - Cambiar,Engine oil change,Motor yagi degisimi,ENGINE_OIL,REPLACE,1000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_YAM_XMAX250_OM_2023,8-7,Cuadro general de mantenimiento y engrase,"""Aceite de motor - Cambiar ... Al cumplirse el intervalo inicial y cuando el indicador de cambio de aceite parpadee o se encienda.""",MEDIUM,First change 1000 km; thereafter driven by the oil-change indicator (fixed km not stated on this chart).
MT_YAM_XMAX250_02,Yamaha,XMAX 250,CZD250D-A,2018,UNKNOWN,EU,ENGINE_OIL_FILTER,Filtro de aceite del motor - Cambiar,Engine oil filter replacement,Yag filtresi degisimi,ENGINE_OIL_FILTER,REPLACE,10000,20000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,true,SRC_YAM_XMAX250_OM_2023,8-7,Cuadro general de mantenimiento y engrase,"""Filtro de aceite del motor - Cambiar."" (three marks on the 10000/20000/30000/40000 km grid)",MEDIUM,
MT_YAM_XMAX250_03,Yamaha,XMAX 250,CZD250D-A,2018,UNKNOWN,EU,AIR_FILTER,Filtro de aire - Cambiar,Engine air filter replacement,Hava filtresi degisimi,AIR_FILTER,REPLACE,20000,20000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,true,SRC_YAM_XMAX250_OM_2023,8-5,Cuadro general de mantenimiento y engrase,"""Filtro de aire - Cambiar."" (two marks -> 20000 & 40000 km); NOTA p8-8: replace more often in wet/dusty use",MEDIUM,
MT_YAM_XMAX250_04,Yamaha,XMAX 250,CZD250D-A,2018,UNKNOWN,EU,AIR_FILTER,Filtro de aire previo - Limpiar,Pre-air-filter cleaning,On hava filtresi temizligi,AIR_FILTER,CLEAN,20000,20000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,true,SRC_YAM_XMAX250_OM_2023,8-5,Cuadro general de mantenimiento y engrase,"""Filtro de aire previo - Limpiar."" (two marks)",MEDIUM,
MT_YAM_XMAX250_05,Yamaha,XMAX 250,CZD250D-A,2018,UNKNOWN,EU,AIR_FILTER,Filtro de aire secundario - Cambiar,Secondary air filter replacement,Ikincil hava filtresi degisimi,AIR_FILTER,REPLACE,20000,20000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,true,SRC_YAM_XMAX250_OM_2023,8-5,Cuadro general de mantenimiento y engrase,"""Filtro de aire secundario - Cambiar."" (two marks)",MEDIUM,
MT_YAM_XMAX250_06,Yamaha,XMAX 250,CZD250D-A,2018,UNKNOWN,EU,AIR_FILTER,Filtro de aire de la caja de la correa trapezoidal - Limpiar,V-belt case air filter cleaning,V-kayis kutu hava filtresi temizligi,VBELT_CASE_AIR_FILTER,CLEAN,10000,10000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_YAM_XMAX250_OM_2023,8-5,Cuadro general de mantenimiento y engrase,"""Filtro de aire de la caja de la correa trapezoidal - Limpiar. Cambiar si es necesario."" (every column from 10000 km)",HIGH,
MT_YAM_XMAX250_07,Yamaha,XMAX 250,CZD250D-A,2018,UNKNOWN,EU,SPARK_PLUG,Bujia - Ajustar la distancia entre electrodos y limpiar,Spark plug clean & regap,Buji temizlik/ayar,SPARK_PLUG,CLEAN,10000,20000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,true,SRC_YAM_XMAX250_OM_2023,8-3,Cuadro de mantenimiento periodico del sistema de control de emisiones,"""Bujia - Comprobar estado. Ajustar la distancia entre electrodos y limpiar."" (two marks -> 10000 & 30000 km)",MEDIUM,
MT_YAM_XMAX250_08,Yamaha,XMAX 250,CZD250D-A,2018,UNKNOWN,EU,SPARK_PLUG,Bujia - Cambiar,Spark plug replacement,Buji degisimi,SPARK_PLUG,REPLACE,20000,20000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,true,SRC_YAM_XMAX250_OM_2023,8-3,Cuadro de mantenimiento periodico del sistema de control de emisiones,"""Bujia - Cambiar."" (two marks -> 20000 & 40000 km)",MEDIUM,
MT_YAM_XMAX250_09,Yamaha,XMAX 250,CZD250D-A,2018,UNKNOWN,EU,VALVE_CLEARANCE,Holgura de la valvula - Comprobar y ajustar,Valve clearance check & adjust,Supap boslugu kontrol/ayar,VALVE_CLEARANCE,ADJUST,20000,20000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_YAM_XMAX250_OM_2023,8-3,Cuadro de mantenimiento periodico del sistema de control de emisiones,"""Holgura de la valvula - Comprobar y ajustar. Cada 20000 km (12000 mi)""",HIGH,
MT_YAM_XMAX250_10,Yamaha,XMAX 250,CZD250D-A,2018,UNKNOWN,EU,FUEL_SYSTEM,Linea de combustible,Fuel line inspection,Yakit hatti kontrolu,FUEL_LINE,INSPECT,1000,10000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_YAM_XMAX250_OM_2023,8-3,Cuadro de mantenimiento periodico del sistema de control de emisiones,"""Linea de combustible - Comprobar si los tubos de gasolina estan agrietados o danados. Cambiar si es necesario."" (every column)",HIGH,
MT_YAM_XMAX250_11,Yamaha,XMAX 250,CZD250D-A,2018,UNKNOWN,EU,FUEL_SYSTEM,Inyeccion de gasolina,Fuel injection / idle check,Yakit enjeksiyonu / rolanti kontrolu,FUEL_SYSTEM,INSPECT,1000,10000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_YAM_XMAX250_OM_2023,8-3,Cuadro de mantenimiento periodico del sistema de control de emisiones,"""Inyeccion de gasolina - Comprobar el ralenti del motor."" (every column)",HIGH,
MT_YAM_XMAX250_12,Yamaha,XMAX 250,CZD250D-A,2018,UNKNOWN,EU,COOLANT,Sistema de refrigeracion - Comprobar nivel,Coolant level inspection,Sogutma sivisi seviye kontrolu,COOLANT,INSPECT,10000,10000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_YAM_XMAX250_OM_2023,8-7,Cuadro general de mantenimiento y engrase,"""Sistema de refrigeracion - Comprobar nivel de liquido refrigerante y si existen fugas en el vehiculo.""",HIGH,
MT_YAM_XMAX250_13,Yamaha,XMAX 250,CZD250D-A,2018,UNKNOWN,EU,COOLANT,Sistema de refrigeracion - Cambiar,Coolant change,Sogutma sivisi degisimi,COOLANT,DRAIN_REPLACE,UNKNOWN,UNKNOWN,UNKNOWN,36,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_YAM_XMAX250_OM_2023,8-7,Cuadro general de mantenimiento y engrase,"""Sistema de refrigeracion - Cambiar. Cada 3 anos""",HIGH,
MT_YAM_XMAX250_14,Yamaha,XMAX 250,CZD250D-A,2018,UNKNOWN,EU,FINAL_DRIVE,Aceite de la transmision final,Final drive (gear) oil change,Nihai tahrik disli yagi degisimi,FINAL_DRIVE,REPLACE,10000,20000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,true,SRC_YAM_XMAX250_OM_2023,8-7,Cuadro general de mantenimiento y engrase,"""Aceite de la transmision final - Comprobar si existen fugas ... Cambiar."" (three Change marks on the grid)",MEDIUM,
MT_YAM_XMAX250_15,Yamaha,XMAX 250,CZD250D-A,2018,UNKNOWN,EU,FINAL_DRIVE,Correa trapezoidal - Cambiar,V-belt replacement,V-kayis degisimi,VBELT,REPLACE,20000,20000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_YAM_XMAX250_OM_2023,8-7,Cuadro general de mantenimiento y engrase,"""Correa trapezoidal - Cambiar. Cuando el indicador de cambio de la correa trapezoidal parpadee [cada 20000 km (12000 mi)]""",HIGH,
MT_YAM_XMAX250_16,Yamaha,XMAX 250,CZD250D-A,2018,UNKNOWN,EU,FRONT_BRAKE,Freno delantero,Front brake inspection,On fren kontrolu,FRONT_BRAKE,INSPECT,1000,10000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_YAM_XMAX250_OM_2023,8-5,Cuadro general de mantenimiento y engrase,"""Freno delantero - Comprobar funcionamiento, nivel de liquido y fugas. Cambiar las pastillas de freno si es necesario."" (every column + annual)",HIGH,
MT_YAM_XMAX250_17,Yamaha,XMAX 250,CZD250D-A,2018,UNKNOWN,EU,REAR_BRAKE,Freno trasero,Rear brake inspection,Arka fren kontrolu,REAR_BRAKE,INSPECT,1000,10000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_YAM_XMAX250_OM_2023,8-5,Cuadro general de mantenimiento y engrase,"""Freno trasero - Comprobar funcionamiento, nivel de liquido y fugas. Cambiar las pastillas de freno si es necesario.""",HIGH,
MT_YAM_XMAX250_18,Yamaha,XMAX 250,CZD250D-A,2018,UNKNOWN,EU,BRAKE_FLUID,Liquido de frenos - Cambiar,Brake fluid change,Fren hidroligi degisimi,BRAKE_FLUID,DRAIN_REPLACE,UNKNOWN,UNKNOWN,UNKNOWN,24,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_YAM_XMAX250_OM_2023,8-5,Cuadro general de mantenimiento y engrase,"""Liquido de frenos - Cambiar. Cada 2 anos""; p8-8: ""Cada dos anos cambie los componentes internos de las bombas de freno y de las pinzas y cambie el liquido de freno.""",HIGH,
MT_YAM_XMAX250_19,Yamaha,XMAX 250,CZD250D-A,2018,UNKNOWN,EU,FRONT_BRAKE,Tubos de freno,Brake hose inspection / replacement,Fren hortumu kontrol/degisim,BRAKE_HOSE,INSPECT,10000,10000,UNKNOWN,48,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_YAM_XMAX250_OM_2023,8-5,Cuadro general de mantenimiento y engrase,"""Tubos de freno - Comprobar si esta agrietado o danado."" (every column) ""Cambiar. Cada 4 anos""",HIGH,
MT_YAM_XMAX250_20,Yamaha,XMAX 250,CZD250D-A,2018,UNKNOWN,EU,TYRES,Neumaticos,Tyre inspection,Lastik kontrolu,TYRES,INSPECT,10000,10000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_YAM_XMAX250_OM_2023,8-6,Cuadro general de mantenimiento y engrase,"""Neumaticos - Comprobar la profundidad del dibujo y si esta danado. ... Comprobar la presion. Corregir si es necesario.""",HIGH,
MT_YAM_XMAX250_21,Yamaha,XMAX 250,CZD250D-A,2018,UNKNOWN,EU,WHEEL_BEARINGS,Cojinetes de rueda,Wheel bearing inspection,Tekerlek rulmani kontrolu,WHEEL_BEARINGS,INSPECT,10000,10000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_YAM_XMAX250_OM_2023,8-6,Cuadro general de mantenimiento y engrase,"""Cojinetes de rueda - Comprobar si los cojinetes estan flojos o danados."" (four marks, 10000-40000 km)",MEDIUM,
MT_YAM_XMAX250_22,Yamaha,XMAX 250,CZD250D-A,2018,UNKNOWN,EU,STEERING,Cojinetes de direccion,Steering bearing inspection & grease,Direksiyon rulmani kontrol/yaglama,STEERING,INSPECT,10000,10000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_YAM_XMAX250_OM_2023,8-6,Cuadro general de mantenimiento y engrase,"""Cojinetes de direccion - Comprobar que los conjuntos de cojinetes no esten flojos.""; ""Recubrir moderadamente con grasa a base de jabon de litio."" (two marks)",HIGH,
MT_YAM_XMAX250_23,Yamaha,XMAX 250,CZD250D-A,2018,UNKNOWN,EU,SUSPENSION,Horquilla delantera / Conjuntos amortiguadores,Front fork & shock inspection,On amortisor & arka amortisor kontrolu,SUSPENSION,INSPECT,10000,10000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_YAM_XMAX250_OM_2023,8-6,Cuadro general de mantenimiento y engrase,"""Horquilla delantera - Comprobar funcionamiento y si existen fugas de aceite."" / ""Conjuntos amortiguadores - Comprobar funcionamiento y si existen fugas de aceite."" (four marks each)",HIGH,
MT_YAM_XMAX250_24,Yamaha,XMAX 250,CZD250D-A,2018,UNKNOWN,EU,FASTENERS,Fijaciones del bastidor,Chassis fastener torque check,Sase baglanti elemani tork kontrolu,FASTENERS,TIGHTEN,10000,10000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_YAM_XMAX250_OM_2023,8-6,Cuadro general de mantenimiento y engrase,"""Fijaciones del bastidor - Comprobar que todas las tuercas, pernos y tornillos esten correctamente apretados.""",HIGH,
MT_YAM_XMAX250_25,Yamaha,XMAX 250,CZD250D-A,2018,UNKNOWN,EU,THROTTLE,Caja y cable del puno del acelerador,Throttle housing & cable check/adjust/lubricate,Gaz kelebegi govdesi ve kablosu kontrol/ayar/yaglama,THROTTLE,ADJUST,10000,10000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_YAM_XMAX250_OM_2023,8-8,Cuadro general de mantenimiento y engrase,"""Caja y cable del puno del acelerador - Comprobar funcionamiento y juego. Ajustar el juego del cable del acelerador si es necesario. Lubricar ...""",HIGH,
MT_YAM_XMAX250_26,Yamaha,XMAX 250,CZD250D-A,2018,UNKNOWN,EU,GENERAL_INSPECTION,Piezas moviles y cables - Lubricar / Comprobacion del sistema de diagnostico,Moving parts lubrication + diagnostic check,Hareketli parca yaglama + diyagnostik kontrol,GENERAL_INSPECTION,LUBRICATE,1000,10000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_YAM_XMAX250_OM_2023,8-5,Cuadro general de mantenimiento y engrase,"""Piezas moviles y cables - Lubricar."" (every column from 10000 km); ""Comprobacion del sistema de diagnostico - Efectuar una comprobacion dinamica con la herramienta de diagnostico Yamaha."" (every column + 1000 + annual)",HIGH,
MT_HONDA_CB125F_01,Honda,CB125F,GLR1251/JC64,2017,2019,EU,DRIVE_CHAIN,Drive Chain,Drive chain inspect/adjust/lubricate,Zincir kontrol/ayar/yaglama,DRIVE_CHAIN,LUBRICATE,500,500,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_HONDA_CB125F_OM_1719,39,Maintenance Schedule,"""Drive Chain ... Every 500 km (300 mi):"" (Maintenance Schedule)",HIGH,
MT_HONDA_CB125F_02,Honda,CB125F,GLR1251/JC64,2017,2019,EU,BRAKE_FLUID,Brake Fluid *4,Brake fluid replacement,Fren hidroligi degisimi,BRAKE_FLUID,DRAIN_REPLACE,UNKNOWN,UNKNOWN,UNKNOWN,24,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_HONDA_CB125F_OM_1719,39,Maintenance Schedule,"""Brake Fluid *4 ... 2 Years""",HIGH,
MT_HONDA_CB125F_03,Honda,CB125F,GLR1251/JC64,2017,2019,EU,AIR_FILTER,Air Cleaner *2,Air cleaner service - dusty/wet conditions,Hava filtresi - tozlu/islak kosul,AIR_FILTER,CLEAN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,0,0,DUSTY,false,SRC_HONDA_CB125F_OM_1719,39,Maintenance Schedule,"""*2 : Service more frequently when riding in unusually wet or dusty areas.""",HIGH,Base km interval not machine-readable (graphic marks).
MT_HONDA_CB125F_04,Honda,CB125F,GLR1251/JC64,2017,2019,EU,GENERAL_INSPECTION,Maintenance Schedule item list,Scheduled service (item list only),Periyodik servis (kalem listesi),GENERAL_INSPECTION,SERVICE,1000,4000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,true,SRC_HONDA_CB125F_OM_1719,37-39,Maintenance Schedule,"Schedule items: Fuel Line, Throttle Operation, Air Cleaner, Crankcase Breather, Spark Plug, Valve Clearance, Engine Oil, Oil Strainer Screen, Oil Centrifugal Filter, Idle Speed, Brake Shoes/Pads, Brake System, Brakelight Switch, Headlight Aim, Lights/Horn, Clutch System, Side Stand, Suspension, Nuts/Bolts/Fasteners, Wheels/Tyres, Steering Head Bearings. Per-km marks not machine-readable.",LOW,Placeholder capturing the scheduled item set; individual km intervals are a research gap.
MT_MONDIAL_50UAG_01,Mondial,50 UAG,50 UAG ec,UNKNOWN,UNKNOWN,TR,ENGINE_OIL,Motor ve Sanzman Yagi - D,Engine oil change,Motor yagi degisimi,ENGINE_OIL,REPLACE,1000,2000,UNKNOWN,6,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_50UAG_OM,24,Periyodik Bakim Tablosu,"""Motor ve Sanzman Yagi  D D D D"" (every column: 500-1000/2000/4000/6000 km)",HIGH,Table row combines engine + transmission oil.
MT_MONDIAL_50UAG_02,Mondial,50 UAG,50 UAG ec,UNKNOWN,UNKNOWN,TR,AIR_FILTER,Hava Filtresi ve Sungeri - T,Air filter clean,Hava filtresi temizligi,AIR_FILTER,CLEAN,1000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Clean more often in wet/dusty use.,1,0,NORMAL,false,SRC_MONDIAL_50UAG_OM,24,Periyodik Bakim Tablosu,"""Hava Filtresi ve Sungeri  T T D D""",HIGH,
