usage_profile_id,motorcycle_id,customer_id,workshop_id,usage_type,annual_km_baseline,annual_km_basis,city_ratio,highway_ratio,offroad_ratio,track_ratio,avg_ride_days_per_week,daily_active_probability,avg_km_per_active_day,weekday_multiplier,weekend_multiplier,riding_intensity,seasonality_strength,winter_usage_factor,weather_sensitivity,storage_condition,load_severity_factor,climate_zone,profile_start_date,profile_end_date,data_origin,generator_version,random_seed,profile_rule_version,notes
UP007885,MC007885,C005535,WS0006,COMMUTER,4842,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7664,0.2232,0.0104,0.0,4.54,0.599,80.5,1.198,0.548,LOW,0.21,0.563,0.411,STREET,1.019,CONTINENTAL_DRY,2026-07-23,,SYNTHETIC,1.2.0,42,1.2.0,
UP007886,MC007886,C005535,WS0006,COMMUTER,1200,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.9432,0.0518,0.005,0.0,6.16,0.817,74.7,1.156,0.834,LOW,0.196,0.593,0.252,STREET,1.018,CONTINENTAL_DRY,2026-08-01,,SYNTHETIC,1.2.0,42,1.2.0,
UP007887,MC007887,C005536,WS0005,COURIER,6527,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7836,0.2067,0.0097,0.0,5.14,0.684,28.4,1.349,0.574,LOW,0.188,0.87,0.346,INDOOR,1.114,MEDITERRANEAN_HOT,2025-07-09,,SYNTHETIC,1.2.0,42,1.2.0,
UP007888,MC007888,C005537,WS0004,COMMUTER,6925,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4503,0.512,0.0181,0.0196,2.12,0.269,69.3,0.28,2.294,LOW,0.315,0.571,0.747,GARAGE,1.077,TEMPERATE_HUMID,2025-03-02,2025-12-11,SYNTHETIC,1.2.0,42,1.2.0,
UP007889,MC007889,C005537,WS0004,OFFROAD,9122,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7295,0.2603,0.0102,0.0,6.69,0.889,29.0,1.236,0.578,MEDIUM,0.191,0.676,0.354,COVERED_PARKING,1.143,TEMPERATE_HUMID,2025-03-03,2025-12-11,SYNTHETIC,1.2.0,42,1.2.0,
UP007890,MC007890,C005538,WS0008,WEEKEND,23911,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.9416,0.054,0.0044,0.0,7.0,0.941,74.8,1.094,0.878,HIGH,0.159,0.838,0.262,STREET,0.975,SEMI_ARID_HOT,2024-10-13,,SYNTHETIC,1.2.0,42,1.2.0,
UP007891,MC007891,C005539,WS0006,TOURING,6762,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7439,0.2464,0.0097,0.0,5.05,0.665,28.8,1.221,0.581,LOW,0.216,0.546,0.375,COVERED_PARKING,0.984,CONTINENTAL_DRY,2022-11-04,,SYNTHETIC,1.2.0,42,1.2.0,
UP007892,MC007892,C005539,WS0006,WEEKEND,4354,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.15,0.1851,0.0091,0.6558,0.53,0.067,260.5,0.255,2.18,LOW,0.31,0.371,0.723,STREET,0.892,CONTINENTAL_DRY,2022-12-28,,SYNTHETIC,1.2.0,42,1.2.0,
UP007893,MC007893,C005540,WS0007,TOURING,6598,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4927,0.4779,0.0195,0.0099,3.69,0.421,44.2,0.579,1.534,LOW,0.567,0.488,0.733,STREET,1.08,MEDITERRANEAN_HOT,2022-08-20,,SYNTHETIC,1.2.0,42,1.2.0,
UP007894,MC007894,C005541,WS0001,COMMUTER,5463,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4691,0.504,0.0184,0.0085,3.38,0.39,42.8,0.661,1.519,LOW,0.541,0.397,0.732,STREET,0.983,TEMPERATE_HUMID,2026-02-16,,SYNTHETIC,1.2.0,42,1.2.0,
UP007895,MC007895,C005542,WS0009,COURIER,27863,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.9443,0.0507,0.005,0.0,6.01,0.814,94.5,1.101,0.95,HIGH,0.138,0.643,0.229,STREET,1.152,HUMID_RAINY,2022-08-22,,SYNTHETIC,1.2.0,42,1.2.0,
UP007896,MC007896,C005543,WS0002,WEEKEND,4693,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4562,0.5078,0.0176,0.0184,1.5,0.188,78.6,0.318,2.15,LOW,0.342,0.389,0.653,GARAGE,0.896,CONTINENTAL_DRY,2022-05-09,,SYNTHETIC,1.2.0,42,1.2.0,
UP007897,MC007897,C005544,WS0007,WEEKEND,11997,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7571,0.2319,0.011,0.0,5.37,0.731,46.8,1.273,0.514,MEDIUM,0.127,0.856,0.369,COVERED_PARKING,0.995,MEDITERRANEAN_HOT,2022-10-17,,SYNTHETIC,1.2.0,42,1.2.0,
UP007898,MC007898,C005544,WS0007,WEEKEND,18853,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7432,0.2466,0.0102,0.0,4.67,0.636,83.9,1.254,0.51,HIGH,0.124,0.81,0.449,COVERED_PARKING,0.904,MEDITERRANEAN_HOT,2023-01-27,,SYNTHETIC,1.2.0,42,1.2.0,
UP007899,MC007899,C005545,WS0010,WEEKEND,12383,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.2924,0.6871,0.0205,0.0,3.59,0.447,77.3,0.753,1.344,MEDIUM,0.361,0.399,0.443,STREET,0.933,CONTINENTAL_COOL,2022-04-25,,SYNTHETIC,1.2.0,42,1.2.0,
UP007900,MC007900,C005545,WS0010,COURIER,4916,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4754,0.4825,0.0209,0.0212,2.0,0.247,53.1,0.317,2.072,LOW,0.374,0.387,0.682,INDOOR,1.142,CONTINENTAL_COOL,2022-07-16,,SYNTHETIC,1.2.0,42,1.2.0,
UP007901,MC007901,C005546,WS0009,COMMUTER,6819,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7595,0.2291,0.0114,0.0,4.04,0.532,41.6,1.285,0.575,LOW,0.212,0.648,0.343,COVERED_PARKING,0.966,HUMID_RAINY,2025-05-28,,SYNTHETIC,1.2.0,42,1.2.0,
UP007902,MC007902,C005547,WS0010,COMMUTER,4623,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7557,0.2338,0.0105,0.0,5.48,0.726,21.5,1.345,0.544,LOW,0.199,0.483,0.301,STREET,0.949,CONTINENTAL_COOL,2026-02-17,,SYNTHETIC,1.2.0,42,1.2.0,
UP007903,MC007903,C005547,WS0010,COMMUTER,6033,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7706,0.22,0.0094,0.0,5.13,0.683,37.7,1.198,0.529,LOW,0.185,0.499,0.369,STREET,1.071,CONTINENTAL_COOL,2026-05-19,,SYNTHETIC,1.2.0,42,1.2.0,
UP007904,MC007904,C005548,WS0002,WEEKEND,6188,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4903,0.4746,0.0166,0.0185,1.86,0.235,86.2,0.295,2.043,LOW,0.321,0.416,0.609,COVERED_PARKING,0.938,CONTINENTAL_DRY,2025-09-22,,SYNTHETIC,1.2.0,42,1.2.0,
UP007905,MC007905,C005549,WS0008,COMMUTER,3570,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.17,0.181,0.0122,0.6368,1.26,0.157,113.2,0.238,2.488,LOW,0.353,0.53,0.77,GARAGE,1.056,SEMI_ARID_HOT,2026-07-23,2026-08-25,SYNTHETIC,1.2.0,42,1.2.0,
UP007906,MC007906,C005550,WS0010,COURIER,10408,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7755,0.2152,0.0093,0.0,5.22,0.676,43.8,1.155,0.522,MEDIUM,0.26,0.457,0.445,GARAGE,1.118,CONTINENTAL_COOL,2023-11-19,,SYNTHETIC,1.2.0,42,1.2.0,
UP007907,MC007907,C005551,WS0004,COMMUTER,9911,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7741,0.2159,0.01,0.0,6.07,0.797,35.7,1.285,0.523,MEDIUM,0.221,0.747,0.407,GARAGE,1.001,TEMPERATE_HUMID,2022-12-22,,SYNTHETIC,1.2.0,42,1.2.0,
UP007908,MC007908,C005551,WS0004,OFFROAD,6948,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.2033,0.266,0.5102,0.0205,1.52,0.196,106.3,0.438,2.026,LOW,0.272,0.579,0.449,GARAGE,1.218,TEMPERATE_HUMID,2022-12-26,,SYNTHETIC,1.2.0,42,1.2.0,
UP007909,MC007909,C005552,WS0010,WEEKEND,6287,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4595,0.5093,0.0198,0.0114,3.4,0.383,47.1,0.611,1.622,LOW,0.595,0.268,0.767,GARAGE,0.97,CONTINENTAL_COOL,2024-06-21,,SYNTHETIC,1.2.0,42,1.2.0,
UP007910,MC007910,C005553,WS0009,COMMUTER,9221,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7887,0.2008,0.0105,0.0,5.25,0.693,39.5,1.279,0.594,MEDIUM,0.209,0.613,0.306,GARAGE,0.96,HUMID_RAINY,2025-01-12,,SYNTHETIC,1.2.0,42,1.2.0,
UP007911,MC007911,C005553,WS0009,COURIER,15351,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.758,0.2308,0.0112,0.0,6.91,0.911,50.5,1.201,0.572,HIGH,0.211,0.609,0.419,GARAGE,1.19,HUMID_RAINY,2025-04-14,,SYNTHETIC,1.2.0,42,1.2.0,
UP007912,MC007912,C005553,WS0009,COURIER,24361,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.9274,0.0672,0.0054,0.0,6.68,0.878,82.3,1.043,0.905,HIGH,0.219,0.684,0.198,STREET,1.189,HUMID_RAINY,2024-12-28,,SYNTHETIC,1.2.0,42,1.2.0,
UP007913,MC007913,C005554,WS0005,SEASONAL,4245,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.465,0.4969,0.0177,0.0204,0.82,0.104,134.9,0.296,2.15,LOW,0.323,0.637,0.743,STREET,1.016,MEDITERRANEAN_HOT,2022-10-03,,SYNTHETIC,1.2.0,42,1.2.0,
UP007914,MC007914,C005555,WS0004,COMMUTER,8168,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.2583,0.7195,0.0222,0.0,3.45,0.435,57.9,0.714,1.494,MEDIUM,0.327,0.642,0.446,GARAGE,1.072,TEMPERATE_HUMID,2025-05-28,,SYNTHETIC,1.2.0,42,1.2.0,
UP007915,MC007915,C005555,WS0004,COMMUTER,6738,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7689,0.221,0.0101,0.0,4.69,0.635,28.9,1.241,0.551,LOW,0.14,0.652,0.354,GARAGE,1.063,TEMPERATE_HUMID,2025-06-09,,SYNTHETIC,1.2.0,42,1.2.0,
UP007916,MC007916,C005556,WS0001,COURIER,16442,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7409,0.2497,0.0094,0.0,5.92,0.792,56.7,1.15,0.571,HIGH,0.173,0.703,0.343,STREET,1.098,TEMPERATE_HUMID,2022-02-07,2026-03-14,SYNTHETIC,1.2.0,42,1.2.0,
UP007917,MC007917,C005557,WS0003,TOURING,15020,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7884,0.2011,0.0105,0.0,5.18,0.708,59.1,1.164,0.506,HIGH,0.113,0.802,0.455,COVERED_PARKING,1.048,MEDITERRANEAN_COASTAL,2022-02-22,,SYNTHETIC,1.2.0,42,1.2.0,
UP007918,MC007918,C005557,WS0003,COMMUTER,8706,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7692,0.2225,0.0083,0.0,5.28,0.711,34.6,1.309,0.552,MEDIUM,0.153,0.868,0.416,COVERED_PARKING,1.04,MEDITERRANEAN_COASTAL,2022-02-26,,SYNTHETIC,1.2.0,42,1.2.0,
UP007919,MC007919,C005558,WS0003,WEEKEND,8450,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7586,0.2313,0.0101,0.0,4.06,0.554,42.0,1.209,0.547,MEDIUM,0.121,0.844,0.383,COVERED_PARKING,0.97,MEDITERRANEAN_COASTAL,2023-01-17,2026-03-14,SYNTHETIC,1.2.0,42,1.2.0,
UP007920,MC007920,C005558,WS0003,COMMUTER,9090,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4942,0.4656,0.0211,0.0191,2.32,0.292,97.5,0.289,2.206,MEDIUM,0.332,0.643,0.683,COVERED_PARKING,1.026,MEDITERRANEAN_COASTAL,2023-04-23,2026-03-14,SYNTHETIC,1.2.0,42,1.2.0,
UP007921,MC007921,C005559,WS0006,WEEKEND,26695,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.9345,0.0604,0.0051,0.0,5.04,0.67,112.3,1.092,0.927,HIGH,0.188,0.548,0.125,COVERED_PARKING,0.922,CONTINENTAL_DRY,2022-09-08,,SYNTHETIC,1.2.0,42,1.2.0,
UP007922,MC007922,C005560,WS0001,COMMUTER,6617,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.444,0.5267,0.0207,0.0086,1.73,0.203,91.7,0.575,1.65,LOW,0.501,0.373,0.707,COVERED_PARKING,0.931,TEMPERATE_HUMID,2024-12-17,,SYNTHETIC,1.2.0,42,1.2.0,
UP007923,MC007923,C005561,WS0001,WEEKEND,15792,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.9314,0.0634,0.0052,0.0,5.54,0.756,59.4,1.074,0.882,HIGH,0.12,0.685,0.178,COVERED_PARKING,0.949,TEMPERATE_HUMID,2021-12-31,,SYNTHETIC,1.2.0,42,1.2.0,
UP007924,MC007924,C005561,WS0001,WEEKEND,11542,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7683,0.2222,0.0095,0.0,6.24,0.851,38.0,1.198,0.508,MEDIUM,0.12,0.729,0.323,COVERED_PARKING,1.004,TEMPERATE_HUMID,2022-04-06,,SYNTHETIC,1.2.0,42,1.2.0,
UP007925,MC007925,C005562,WS0005,COMMUTER,2558,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4868,0.4703,0.0217,0.0212,1.99,0.249,32.9,0.297,2.177,LOW,0.341,0.701,0.616,STREET,1.064,MEDITERRANEAN_HOT,2021-10-30,,SYNTHETIC,1.2.0,42,1.2.0,
UP007926,MC007926,C005563,WS0010,TRACK,7177,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4852,0.4785,0.018,0.0183,1.66,0.203,132.0,0.303,2.158,LOW,0.4,0.333,0.606,GARAGE,1.132,CONTINENTAL_COOL,2021-04-19,,SYNTHETIC,1.2.0,42,1.2.0,
UP007927,MC007927,C005564,WS0004,TOURING,5800,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4714,0.4885,0.02,0.0201,1.86,0.232,68.4,0.308,2.292,LOW,0.352,0.569,0.721,STREET,1.128,TEMPERATE_HUMID,2025-02-18,,SYNTHETIC,1.2.0,42,1.2.0,
UP007928,MC007928,C005564,WS0004,COMMUTER,6538,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7471,0.2416,0.0113,0.0,5.13,0.676,30.0,1.248,0.568,LOW,0.214,0.71,0.304,GARAGE,0.932,TEMPERATE_HUMID,2025-03-15,,SYNTHETIC,1.2.0,42,1.2.0,
UP007929,MC007929,C005565,WS0010,COMMUTER,10385,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7408,0.2502,0.009,0.0,4.27,0.564,51.5,1.33,0.511,MEDIUM,0.208,0.479,0.385,STREET,0.986,CONTINENTAL_COOL,2021-04-09,,SYNTHETIC,1.2.0,42,1.2.0,
UP007930,MC007930,C005566,WS0004,COMMUTER,6184,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4575,0.4998,0.0203,0.0224,2.09,0.259,66.7,0.289,2.288,LOW,0.373,0.565,0.72,COVERED_PARKING,1.069,TEMPERATE_HUMID,2021-07-16,2025-04-19,SYNTHETIC,1.2.0,42,1.2.0,
UP007931,MC007931,C005567,WS0004,SEASONAL,10027,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.2236,0.7589,0.0175,0.0,2.24,0.285,94.2,0.725,1.432,MEDIUM,0.304,0.614,0.558,COVERED_PARKING,0.985,TEMPERATE_HUMID,2024-09-22,,SYNTHETIC,1.2.0,42,1.2.0,
UP007932,MC007932,C005567,WS0004,COURIER,20898,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.9481,0.0473,0.0046,0.0,6.03,0.814,77.7,1.078,0.953,HIGH,0.148,0.712,0.227,COVERED_PARKING,1.118,TEMPERATE_HUMID,2024-10-16,,SYNTHETIC,1.2.0,42,1.2.0,
UP007933,MC007933,C005568,WS0010,TRACK,6187,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4818,0.4818,0.0174,0.019,2.76,0.337,61.8,0.322,2.237,LOW,0.41,0.342,0.671,GARAGE,1.179,CONTINENTAL_COOL,2025-12-14,,SYNTHETIC,1.2.0,42,1.2.0,
UP007934,MC007934,C005568,WS0010,COMMUTER,7584,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7682,0.2223,0.0095,0.0,4.48,0.588,47.5,1.321,0.563,LOW,0.224,0.498,0.446,GARAGE,0.938,CONTINENTAL_COOL,2026-01-02,,SYNTHETIC,1.2.0,42,1.2.0,
UP007935,MC007935,C005569,WS0010,WEEKEND,7140,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4873,0.4816,0.0198,0.0113,2.34,0.261,74.6,0.657,1.453,LOW,0.622,0.255,0.712,STREET,0.948,CONTINENTAL_COOL,2025-04-11,2025-10-23,SYNTHETIC,1.2.0,42,1.2.0,
UP007936,MC007936,C005569,WS0010,COMMUTER,15468,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7513,0.2387,0.01,0.0,4.64,0.605,58.8,1.268,0.531,HIGH,0.239,0.468,0.31,COVERED_PARKING,1.032,CONTINENTAL_COOL,2025-06-09,2025-10-23,SYNTHETIC,1.2.0,42,1.2.0,
UP007937,MC007937,C005570,WS0005,TOURING,8550,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4977,0.4621,0.0215,0.0187,1.5,0.187,185.6,0.282,2.06,MEDIUM,0.351,0.692,0.663,COVERED_PARKING,1.072,MEDITERRANEAN_HOT,2021-06-28,,SYNTHETIC,1.2.0,42,1.2.0,
UP007938,MC007938,C005571,WS0007,COMMUTER,14438,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7815,0.21,0.0085,0.0,6.01,0.822,50.0,1.182,0.519,HIGH,0.113,0.831,0.422,INDOOR,0.951,MEDITERRANEAN_HOT,2024-08-21,,SYNTHETIC,1.2.0,42,1.2.0,
UP007939,MC007939,C005572,WS0005,COMMUTER,32639,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.9455,0.0498,0.0047,0.0,6.22,0.868,107.6,1.147,0.835,HIGH,0.058,0.914,0.232,GARAGE,0.993,MEDITERRANEAN_HOT,2022-01-23,,SYNTHETIC,1.2.0,42,1.2.0,
UP007940,MC007940,C005572,WS0005,COURIER,48575,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.9325,0.0621,0.0054,0.0,5.86,0.807,172.8,1.084,0.933,HIGH,0.095,0.985,0.147,COVERED_PARKING,1.156,MEDITERRANEAN_HOT,2022-04-23,,SYNTHETIC,1.2.0,42,1.2.0,
UP007941,MC007941,C005572,WS0005,COURIER,17216,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.72,0.2702,0.0098,0.0,4.25,0.566,85.1,1.313,0.523,HIGH,0.184,0.885,0.368,STREET,1.188,MEDITERRANEAN_HOT,2022-04-22,,SYNTHETIC,1.2.0,42,1.2.0,
UP007942,MC007942,C005572,WS0005,OFFROAD,13601,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7711,0.2175,0.0114,0.0,4.8,0.642,58.9,1.161,0.54,MEDIUM,0.175,0.817,0.33,COVERED_PARKING,1.183,MEDITERRANEAN_HOT,2022-01-24,,SYNTHETIC,1.2.0,42,1.2.0,
UP007943,MC007943,C005573,WS0006,SEASONAL,12083,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7644,0.2261,0.0095,0.0,4.37,0.575,58.1,1.341,0.581,MEDIUM,0.216,0.573,0.401,COVERED_PARKING,0.929,CONTINENTAL_DRY,2024-05-15,,SYNTHETIC,1.2.0,42,1.2.0,
UP007944,MC007944,C005573,WS0006,COMMUTER,36964,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.9363,0.0578,0.0059,0.0,6.19,0.82,136.9,1.124,0.876,HIGH,0.198,0.563,0.28,COVERED_PARKING,0.928,CONTINENTAL_DRY,2024-08-08,,SYNTHETIC,1.2.0,42,1.2.0,
UP007945,MC007945,C005573,WS0006,COMMUTER,15441,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7669,0.2239,0.0092,0.0,6.64,0.872,51.8,1.222,0.557,HIGH,0.222,0.514,0.33,GARAGE,1.006,CONTINENTAL_DRY,2024-06-12,,SYNTHETIC,1.2.0,42,1.2.0,
UP007946,MC007946,C005573,WS0006,COMMUTER,37239,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.9326,0.0616,0.0058,0.0,5.77,0.788,133.7,1.081,0.92,HIGH,0.115,0.602,0.227,COVERED_PARKING,1.063,CONTINENTAL_DRY,2024-08-05,,SYNTHETIC,1.2.0,42,1.2.0,
UP007947,MC007947,C005574,WS0005,SEASONAL,4778,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.5202,0.4389,0.0212,0.0197,0.78,0.099,254.1,0.318,1.98,LOW,0.307,0.622,0.655,GARAGE,1.01,MEDITERRANEAN_HOT,2021-10-31,,SYNTHETIC,1.2.0,42,1.2.0,
UP007948,MC007948,C005575,WS0004,SEASONAL,8390,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.2339,0.745,0.0211,0.0,2.56,0.333,77.3,0.701,1.557,MEDIUM,0.246,0.586,0.497,COVERED_PARKING,0.949,TEMPERATE_HUMID,2023-09-15,,SYNTHETIC,1.2.0,42,1.2.0,
UP007949,MC007949,C005575,WS0004,COMMUTER,5401,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.494,0.4652,0.0211,0.0197,1.64,0.204,92.8,0.313,2.249,LOW,0.365,0.493,0.622,COVERED_PARKING,1.037,TEMPERATE_HUMID,2023-10-07,,SYNTHETIC,1.2.0,42,1.2.0,
UP007950,MC007950,C005576,WS0010,WEEKEND,6548,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7582,0.2305,0.0113,0.0,6.5,0.856,49.3,1.204,0.582,LOW,0.214,0.486,0.326,GARAGE,0.997,CONTINENTAL_COOL,2026-06-30,,SYNTHETIC,1.2.0,42,1.2.0,
UP007951,MC007951,C005577,WS0009,COMMUTER,6439,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4888,0.4716,0.0199,0.0197,1.74,0.211,91.9,0.294,2.067,LOW,0.418,0.432,0.606,STREET,0.942,HUMID_RAINY,2024-02-05,,SYNTHETIC,1.2.0,42,1.2.0,
UP007952,MC007952,C005578,WS0006,TRACK,8532,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.5086,0.4484,0.0214,0.0216,2.77,0.342,68.1,0.316,2.242,MEDIUM,0.382,0.394,0.725,COVERED_PARKING,1.111,CONTINENTAL_DRY,2026-04-26,2026-08-01,SYNTHETIC,1.2.0,42,1.2.0,
UP007953,MC007953,C005578,WS0006,TOURING,3492,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4625,0.495,0.0209,0.0216,1.16,0.146,157.9,0.298,2.135,LOW,0.337,0.39,0.693,STREET,1.077,CONTINENTAL_DRY,2026-05-26,2026-08-01,SYNTHETIC,1.2.0,42,1.2.0,
UP007954,MC007954,C005579,WS0008,COURIER,4766,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7788,0.2115,0.0097,0.0,4.71,0.631,20.0,1.2,0.586,LOW,0.17,0.82,0.432,COVERED_PARKING,1.118,SEMI_ARID_HOT,2022-04-06,2025-10-18,SYNTHETIC,1.2.0,42,1.2.0,
UP007955,MC007955,C005580,WS0003,COURIER,6786,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7619,0.2281,0.01,0.0,4.94,0.655,28.8,1.337,0.581,LOW,0.195,0.809,0.424,STREET,1.128,MEDITERRANEAN_COASTAL,2023-01-23,,SYNTHETIC,1.2.0,42,1.2.0,
UP007956,MC007956,C005581,WS0001,COMMUTER,9788,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7538,0.2361,0.0101,0.0,6.05,0.809,35.5,1.238,0.555,MEDIUM,0.172,0.68,0.4,COVERED_PARKING,1.03,TEMPERATE_HUMID,2024-03-28,,SYNTHETIC,1.2.0,42,1.2.0,
UP007957,MC007957,C005581,WS0001,TOURING,8380,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7529,0.2373,0.0098,0.0,4.84,0.656,35.0,1.216,0.549,MEDIUM,0.136,0.65,0.46,COVERED_PARKING,1.06,TEMPERATE_HUMID,2024-04-21,,SYNTHETIC,1.2.0,42,1.2.0,
UP007958,MC007958,C005582,WS0006,COURIER,8994,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7952,0.195,0.0098,0.0,6.03,0.793,31.8,1.195,0.51,MEDIUM,0.219,0.547,0.374,COVERED_PARKING,1.111,CONTINENTAL_DRY,2021-07-20,,SYNTHETIC,1.2.0,42,1.2.0,
UP007959,MC007959,C005582,WS0006,COURIER,10429,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7686,0.2213,0.0101,0.0,5.19,0.683,43.3,1.347,0.52,MEDIUM,0.218,0.577,0.351,STREET,1.101,CONTINENTAL_DRY,2021-10-04,,SYNTHETIC,1.2.0,42,1.2.0,
UP007960,MC007960,C005583,WS0006,COURIER,13547,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7603,0.2298,0.0099,0.0,6.69,0.886,47.0,1.332,0.554,MEDIUM,0.2,0.554,0.346,STREET,1.061,CONTINENTAL_DRY,2024-01-24,,SYNTHETIC,1.2.0,42,1.2.0,
UP007961,MC007961,C005583,WS0006,OFFROAD,12965,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4738,0.4858,0.0194,0.021,2.02,0.249,216.8,0.32,2.055,MEDIUM,0.386,0.415,0.651,GARAGE,1.183,CONTINENTAL_DRY,2024-02-22,,SYNTHETIC,1.2.0,42,1.2.0,
