motorcycle_id,customer_id,workshop_id,model_id,brand,model_name,category,powertrain_type,production_year,production_year_basis,first_registration_date,ownership_start_date,initial_mileage_km,initial_mileage_basis,observation_start_date,observation_end_date,vin_synthetic,plate_synthetic,is_active,data_origin,generator_version,random_seed,model_assignment_basis,notes,brand_risk_residual,model_risk_residual,chronic_risk_tier,warranty_months,warranty_km_limit
MC009693,C006795,WS0002,MONDIAL_50_UAG,Mondial,50 UAG,CUB,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-01-16,2021-02-17,386,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2021-02-20,,RBSYN33FCE9CF0188,SYN-06-009693,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00797,1.05773,NORMAL,24,40000
MC009694,C006796,WS0006,HONDA_DIO110,Honda,Dio 110,SCOOTER,ICE,2024,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2024-04-04,2024-04-12,180,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2024-04-13,,RBSYNB5A000758E9E,SYN-42-009694,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.05796,NORMAL,30,40000
MC009695,C006797,WS0004,HONDA_PCX125,Honda,PCX125,SCOOTER,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-05-15,2023-03-05,74080,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-11-21,,RBSYND9DE26D7F7E3,SYN-16-009695,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.02866,NORMAL,24,30000
MC009696,C006798,WS0009,KUBA_BLUEBERRY50,Kuba,Blueberry 50,SCOOTER,ICE,2022,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2022-01-29,2022-06-08,3900,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-08-18,,RBSYN1A04151F7BA8,SYN-55-009696,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,0.98564,1.04181,ELEVATED,24,40000
MC009697,C006798,WS0009,HONDA_ACTIVA125,Honda,Activa 125,SCOOTER,ICE,2019,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2019-02-20,2020-08-06,34540,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-10-06,,RBSYN808B3B5D3029,SYN-55-009697,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.0482,NORMAL,36,30000
MC009698,C006799,WS0003,HONDA_PCX125,Honda,PCX125,SCOOTER,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-10-11,2023-07-27,23200,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-12-28,,RBSYN1A4A59299C19,SYN-35-009698,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.02866,LOW,24,30000
MC009699,C006800,WS0007,KUBA_CG50_PRO,Kuba,CG50 Pro,CUB,ICE,2023,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2023-12-02,2025-08-01,19820,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2026-08-01,,RBSYN54894B3AE150,SYN-01-009699,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,0.98564,0.95003,NORMAL,24,50000
MC009700,C006801,WS0009,MONDIAL_WING50I,Mondial,Wing 50i,SCOOTER,ICE,2020,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2020-02-02,2020-10-30,164410,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2024-01-30,,RBSYNEE322293A792,SYN-55-009700,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00797,0.94044,NORMAL,24,50000
MC009701,C006802,WS0005,MONDIAL_50_UAG,Mondial,50 UAG,CUB,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-04-12,2022-08-06,11720,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-05-20,,RBSYN6ABF2A01286C,SYN-07-009701,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00797,1.05773,NORMAL,24,40000
MC009702,C006803,WS0004,MONDIAL_50_UAG,Mondial,50 UAG,CUB,ICE,2023,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2023-01-10,2023-01-10,160,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-01-16,,RBSYN43633706C78E,SYN-16-009702,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00797,1.05773,NORMAL,24,40000
MC009703,C006803,WS0004,YAMAHA_NMAX125,Yamaha,NMAX 125,SCOOTER,ICE,2018,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2018-04-11,2022-12-23,31220,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-04-17,,RBSYN5D2747E9F257,SYN-16-009703,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00172,0.98342,NORMAL,30,30000
MC009704,C006804,WS0001,HONDA_PCX125,Honda,PCX125,SCOOTER,ICE,2020,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2020-11-04,2024-09-13,50490,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2024-09-18,,RBSYN1AA4C6EDF391,SYN-34-009704,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.02866,NORMAL,24,30000
MC009705,C006805,WS0008,HONDA_ACTIVA125,Honda,Activa 125,SCOOTER,ICE,2023,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2023-10-30,2023-11-05,5090,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2024-04-07,,RBSYNE647C46F3E07,SYN-27-009705,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.0482,NORMAL,36,30000
MC009706,C006806,WS0007,TVS_JUPITER125,TVS,Jupiter 125,SCOOTER,ICE,2020,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2020-04-07,2021-10-01,8830,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-03-19,,RBSYNB0EB47F5C690,SYN-01-009706,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00152,1.00334,NORMAL,36,40000
MC009707,C006806,WS0007,MONDIAL_WING50I,Mondial,Wing 50i,SCOOTER,ICE,2022,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2022-02-24,2022-02-24,1129,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-04-12,,RBSYNC6EB28C5CA32,SYN-01-009707,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00797,0.94044,NORMAL,24,50000
MC009708,C006807,WS0004,HONDA_FORZA250,Honda,Forza 250,BIG_SCOOTER,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-05-30,2021-11-11,10010,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-10-24,2024-08-31,RBSYN268C9F7D71A9,SYN-16-009708,0,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.0545,NORMAL,24,40000
MC009709,C006808,WS0002,HONDA_PCX125,Honda,PCX125,SCOOTER,ICE,2020,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2020-12-29,2021-02-05,241,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2021-02-27,2023-05-12,RBSYN3DD9D69D9C94,SYN-06-009709,0,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.02866,NORMAL,24,30000
MC009710,C006809,WS0005,HONDA_DIO110,Honda,Dio 110,SCOOTER,ICE,2016,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2016-11-25,2021-04-23,25720,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-06-28,,RBSYN45CCF8047480,SYN-07-009710,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.05796,NORMAL,30,40000
MC009711,C006810,WS0005,MONDIAL_WING50I,Mondial,Wing 50i,SCOOTER,ICE,2022,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2022-01-08,2022-01-08,60,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-01-09,,RBSYNBDF5CFAD9AC5,SYN-07-009711,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00797,0.94044,NORMAL,24,50000
MC009712,C006810,WS0005,HONDA_DIO110,Honda,Dio 110,SCOOTER,ICE,2018,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2018-02-15,2020-06-07,86610,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2021-12-28,,RBSYN757BEE0D2772,SYN-07-009712,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.05796,NORMAL,30,40000
MC009713,C006811,WS0007,HONDA_PCX125,Honda,PCX125,SCOOTER,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-01-28,2023-01-15,59100,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2026-04-12,,RBSYNA015FF9EFB31,SYN-01-009713,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.02866,NORMAL,24,30000
MC009714,C006812,WS0010,HONDA_ACTIVA125,Honda,Activa 125,SCOOTER,ICE,2019,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2019-03-24,2021-06-13,27320,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-01-02,,RBSYN977701B18E29,SYN-26-009714,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.0482,NORMAL,36,30000
MC009715,C006813,WS0009,HONDA_ACTIVA125,Honda,Activa 125,SCOOTER,ICE,2019,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2019-12-05,2020-02-17,100620,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2025-03-11,,RBSYN356F51F2CCA5,SYN-55-009715,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.0482,NORMAL,36,30000
MC009716,C006813,WS0009,TVS_JUPITER125,TVS,Jupiter 125,SCOOTER,ICE,2020,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2020-08-03,2025-02-19,117190,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2025-04-22,,RBSYNA1319F5AC053,SYN-55-009716,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00152,1.00334,NORMAL,36,40000
MC009717,C006813,WS0009,TVS_JUPITER125,TVS,Jupiter 125,SCOOTER,ICE,2019,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2019-07-31,2024-11-03,173420,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2025-02-17,,RBSYN8741FCF37803,SYN-55-009717,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00152,1.00334,NORMAL,36,40000
MC009718,C006813,WS0009,MONDIAL_WING50I,Mondial,Wing 50i,SCOOTER,ICE,2019,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2019-02-19,2021-02-15,65070,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2025-05-10,,RBSYN78E29A814E64,SYN-55-009718,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00797,0.94044,NORMAL,24,50000
MC009719,C006813,WS0009,YAMAHA_NMAX125,Yamaha,NMAX 125,SCOOTER,ICE,2023,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2023-09-15,2025-02-02,63070,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2025-04-07,,RBSYN1E6CBCF62522,SYN-55-009719,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00172,0.98342,NORMAL,30,30000
MC009720,C006814,WS0007,SYM_JETX125,SYM,Jet X 125 TCS ABS,SCOOTER,ICE,2022,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2022-10-18,2022-12-14,1047,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-01-20,,RBSYND4EFE0945096,SYN-01-009720,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00788,1.0578,LOW,30,30000
MC009721,C006814,WS0007,MONDIAL_TURISMO50I,Mondial,Turismo 50i,SCOOTER,ICE,2022,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2022-10-15,2022-11-13,6200,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-03-04,,RBSYN57C3D770DE39,SYN-01-009721,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00797,1.03336,NORMAL,30,30000
MC009722,C006815,WS0002,HONDA_PCX125,Honda,PCX125,SCOOTER,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-08-05,2021-08-18,6280,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-02-22,,RBSYN9706E51469D3,SYN-06-009722,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.02866,NORMAL,24,30000
MC009723,C006816,WS0009,YAMAHA_NMAX125,Yamaha,NMAX 125,SCOOTER,ICE,2019,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2019-06-21,2021-06-26,13120,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2021-07-31,,RBSYN529AEB7AB59F,SYN-55-009723,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00172,0.98342,NORMAL,30,30000
MC009724,C006817,WS0007,MONDIAL_50_UAG,Mondial,50 UAG,CUB,ICE,2023,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2023-06-01,2023-06-03,440,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-06-24,,RBSYND4297DFD3722,SYN-01-009724,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00797,1.05773,NORMAL,24,40000
MC009725,C006818,WS0002,HONDA_ACTIVA125,Honda,Activa 125,SCOOTER,ICE,2020,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2020-06-28,2021-01-02,7480,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2021-04-29,,RBSYN30AB26B43ABE,SYN-06-009725,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.0482,NORMAL,36,30000
MC009726,C006818,WS0002,YAMAHA_NMAX125,Yamaha,NMAX 125,SCOOTER,ICE,2020,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2020-05-13,2021-02-14,2880,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2021-04-21,,RBSYN280E301AC692,SYN-06-009726,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00172,0.98342,NORMAL,30,30000
MC009727,C006819,WS0007,YAMAHA_XMAX250,Yamaha,XMAX 250,BIG_SCOOTER,ICE,2020,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2020-08-03,2021-09-28,23270,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-06-08,,RBSYNAAE339984DB1,SYN-01-009727,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00172,0.97849,NORMAL,36,40000
MC009728,C006820,WS0008,SYM_JETX125,SYM,Jet X 125 TCS ABS,SCOOTER,ICE,2020,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2020-05-31,2023-09-25,26950,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-12-06,,RBSYN8DB8401DE022,SYN-27-009728,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00788,1.0578,LOW,30,30000
MC009729,C006821,WS0003,HONDA_ACTIVA125,Honda,Activa 125,SCOOTER,ICE,2019,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2019-02-05,2022-11-27,29290,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-02-15,,RBSYNA29B77F9FF77,SYN-35-009729,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.0482,NORMAL,36,30000
MC009730,C006822,WS0007,KYMCO_DOWNTOWN250I,KYMCO,Downtown 250i,BIG_SCOOTER,ICE,2023,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2023-03-01,2023-03-31,1230,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-05-27,,RBSYN09743939429F,SYN-01-009730,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.01097,1.02862,LOW,30,40000
MC009731,C006823,WS0001,TVS_JUPITER125,TVS,Jupiter 125,SCOOTER,ICE,2023,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2023-01-27,2023-11-21,26320,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2024-04-05,,RBSYND05C193FB381,SYN-34-009731,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00152,1.00334,NORMAL,36,40000
MC009732,C006823,WS0001,MONDIAL_SFC_MINI_50EC,Mondial,SFC MINI 50ec,CUB,ICE,2023,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2023-01-29,2023-08-04,19180,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2024-06-10,,RBSYN52B4473FCE11,SYN-34-009732,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00797,1.03632,NORMAL,36,30000
MC009733,C006823,WS0001,HONDA_DIO110,Honda,Dio 110,SCOOTER,ICE,2022,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2022-08-22,2023-02-13,42390,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2024-07-16,,RBSYNB9AA9305E594,SYN-34-009733,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.05796,ELEVATED,30,40000
MC009734,C006823,WS0001,RKS_NEW_LIGHT_PRO,RKS,New Light Pro,CUB,ICE,2020,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2020-02-17,2022-03-25,154650,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2024-07-02,,RBSYNA681A6687704,SYN-34-009734,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,0.99105,0.96609,NORMAL,36,40000
MC009735,C006824,WS0001,HONDA_DIO110,Honda,Dio 110,SCOOTER,ICE,2024,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2024-02-15,2024-02-20,320,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2024-02-23,,RBSYN10BB2A007D4B,SYN-34-009735,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.05796,NORMAL,30,40000
MC009736,C006824,WS0001,HONDA_CB125F,Honda,CB125F,NAKED,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-10-30,2022-05-22,12830,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2024-04-26,,RBSYN775070BBCF16,SYN-34-009736,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,0.97829,NORMAL,24,30000
MC009737,C006825,WS0005,HONDA_ACTIVA125,Honda,Activa 125,SCOOTER,ICE,2024,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2024-01-02,2024-01-04,110,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2024-01-05,2026-05-03,RBSYN9284B5FCFD41,SYN-07-009737,0,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.0482,NORMAL,36,30000
MC009738,C006826,WS0001,HONDA_PCX125,Honda,PCX125,SCOOTER,ICE,2023,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2023-01-27,2023-02-20,1107,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-02-28,,RBSYN6FE14848AA3F,SYN-34-009738,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.02866,LOW,24,30000
MC009739,C006826,WS0001,YAMAHA_NMAX125,Yamaha,NMAX 125,SCOOTER,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-03-14,2022-10-27,45530,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-05-25,,RBSYN9DC0A1A2ED27,SYN-34-009739,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00172,0.98342,NORMAL,30,30000
MC009740,C006827,WS0002,MONDIAL_WING50I,Mondial,Wing 50i,SCOOTER,ICE,2020,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2020-08-17,2021-10-14,12050,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-03-20,,RBSYNBDCDB9A95D3D,SYN-06-009740,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00797,0.94044,NORMAL,24,50000
MC009741,C006827,WS0002,TVS_RAIDER125,TVS,Raider 125,NAKED,ICE,2019,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2019-09-03,2020-07-17,24080,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-05-07,,RBSYN156485C7F771,SYN-06-009741,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00152,1.01811,NORMAL,36,30000
MC009742,C006828,WS0002,MONDIAL_WING50I,Mondial,Wing 50i,SCOOTER,ICE,2026,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2026-01-09,2026-01-10,160,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2026-01-11,,RBSYNAFAD352AFEE6,SYN-06-009742,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00797,0.94044,NORMAL,24,50000
MC009743,C006829,WS0010,KUBA_CG50_PRO,Kuba,CG50 Pro,CUB,ICE,2024,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2024-03-13,2024-11-22,6240,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2024-11-26,,RBSYN453826C62CF8,SYN-26-009743,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,0.98564,0.95003,LOW,24,50000
MC009744,C006830,WS0005,KUBA_CG50_PRO,Kuba,CG50 Pro,CUB,ICE,2022,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2022-06-15,2022-06-18,220,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-06-21,,RBSYN410ABE3C96AD,SYN-07-009744,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,0.98564,0.95003,NORMAL,24,50000
MC009745,C006830,WS0005,MONDIAL_WING50I,Mondial,Wing 50i,SCOOTER,ICE,2020,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2020-07-04,2020-10-13,54080,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-08-18,,RBSYNFDBD83A8D90A,SYN-07-009745,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00797,0.94044,NORMAL,24,50000
MC009746,C006830,WS0005,HONDA_PCX125,Honda,PCX125,SCOOTER,ICE,2022,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2022-05-17,2022-06-16,1052,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-07-06,,RBSYNEBB1F126407F,SYN-07-009746,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.02866,LOW,24,30000
MC009747,C006830,WS0005,YAMAHA_NMAX125,Yamaha,NMAX 125,SCOOTER,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-02-13,2022-02-27,45110,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-09-01,,RBSYNB02287235AFC,SYN-07-009747,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00172,0.98342,NORMAL,30,30000
MC009748,C006831,WS0010,TVS_JUPITER125,TVS,Jupiter 125,SCOOTER,ICE,2022,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2022-02-03,2022-02-26,679,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-03-09,,RBSYN958A28B63A61,SYN-26-009748,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00152,1.00334,NORMAL,36,40000
